Start date;End date;Total [MWh] Calculated resolutions;Photovoltaics and wind [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other [MWh] Calculated resolutions
Oct 19, 2025 5:00 PM;Oct 19, 2025 6:00 PM;47,080.23;22,812.25;4,848.75;14,883.50;3,080.00;24,267.98
Oct 19, 2025 6:00 PM;Oct 19, 2025 7:00 PM;50,000.45;24,072.00;5,482.75;18,428.75;160.50;25,928.45
Oct 19, 2025 7:00 PM;Oct 19, 2025 8:00 PM;51,851.38;27,204.75;5,956.00;21,248.75;0.00;24,646.64
Oct 19, 2025 8:00 PM;Oct 19, 2025 9:00 PM;51,043.20;28,890.50;6,213.25;22,677.25;0.00;22,152.70
Oct 19, 2025 9:00 PM;Oct 19, 2025 10:00 PM;50,948.87;29,692.00;6,299.25;23,392.75;0.00;21,256.87
Oct 19, 2025 10:00 PM;Oct 19, 2025 11:00 PM;49,928.44;29,216.50;6,225.00;22,991.50;0.00;20,711.94
Oct 19, 2025 11:00 PM;Oct 20, 2025 12:00 AM;48,367.16;28,880.25;6,127.00;22,753.25;0.00;19,486.91
Oct 20, 2025 12:00 AM;Oct 20, 2025 1:00 AM;44,952.33;28,451.00;5,997.25;22,453.75;0.00;16,501.33
Oct 20, 2025 1:00 AM;Oct 20, 2025 2:00 AM;44,156.30;28,272.75;6,003.50;22,269.25;0.00;15,883.55
Oct 20, 2025 2:00 AM;Oct 20, 2025 3:00 AM;44,016.44;28,347.75;6,037.00;22,310.75;0.00;15,668.69
Oct 20, 2025 3:00 AM;Oct 20, 2025 4:00 AM;44,570.79;29,012.25;6,123.75;22,888.50;0.00;15,558.54
Oct 20, 2025 4:00 AM;Oct 20, 2025 5:00 AM;45,772.16;29,890.00;6,266.50;23,623.50;0.00;15,882.17
Oct 20, 2025 5:00 AM;Oct 20, 2025 6:00 AM;48,623.45;30,792.50;6,447.50;24,345.00;0.00;17,830.95
Oct 20, 2025 6:00 AM;Oct 20, 2025 7:00 AM;53,691.75;32,266.50;6,636.75;25,629.75;0.00;21,425.25
Oct 20, 2025 7:00 AM;Oct 20, 2025 8:00 AM;58,290.80;32,867.50;6,672.25;26,112.50;82.75;25,423.30
Oct 20, 2025 8:00 AM;Oct 20, 2025 9:00 AM;62,277.17;35,248.50;6,650.75;25,891.00;2,706.75;27,028.67
Oct 20, 2025 9:00 AM;Oct 20, 2025 10:00 AM;63,981.11;40,022.00;6,570.00;25,171.50;8,280.50;23,959.11
Oct 20, 2025 10:00 AM;Oct 20, 2025 11:00 AM;63,990.12;43,402.00;6,384.25;23,689.75;13,328.00;20,588.12
Oct 20, 2025 11:00 AM;Oct 20, 2025 12:00 PM;63,237.24;44,582.50;6,064.25;21,955.25;16,563.00;18,654.74
Oct 20, 2025 12:00 PM;Oct 20, 2025 1:00 PM;62,333.31;43,923.25;5,685.00;20,625.50;17,612.75;18,410.06
Oct 20, 2025 1:00 PM;Oct 20, 2025 2:00 PM;59,676.93;41,727.25;5,264.00;19,885.50;16,577.75;17,949.68
Oct 20, 2025 2:00 PM;Oct 20, 2025 3:00 PM;56,469.50;38,452.00;4,840.00;19,706.75;13,905.25;18,017.50
Oct 20, 2025 3:00 PM;Oct 20, 2025 4:00 PM;55,231.21;34,428.50;4,452.00;19,814.25;10,162.25;20,802.71
Oct 20, 2025 4:00 PM;Oct 20, 2025 5:00 PM;54,547.52;30,661.50;4,269.25;20,584.00;5,808.25;23,886.02
Oct 20, 2025 5:00 PM;Oct 20, 2025 6:00 PM;56,431.73;28,502.00;4,388.00;22,331.00;1,783.00;27,929.73
Oct 20, 2025 6:00 PM;Oct 20, 2025 7:00 PM;58,899.21;29,557.50;4,843.25;24,597.25;117.00;29,341.71
Oct 20, 2025 7:00 PM;Oct 20, 2025 8:00 PM;60,225.29;31,830.50;5,393.25;26,437.25;0.00;28,394.79
Oct 20, 2025 8:00 PM;Oct 20, 2025 9:00 PM;59,367.58;33,470.00;5,878.75;27,591.25;0.00;25,897.58
Oct 20, 2025 9:00 PM;Oct 20, 2025 10:00 PM;56,948.73;35,127.50;6,263.50;28,864.00;0.00;21,821.23
Oct 20, 2025 10:00 PM;Oct 20, 2025 11:00 PM;54,202.66;35,470.25;6,402.50;29,067.75;0.00;18,732.41
Oct 20, 2025 11:00 PM;Oct 21, 2025 12:00 AM;53,196.86;36,008.25;6,469.50;29,538.75;0.00;17,188.61
Oct 21, 2025 12:00 AM;Oct 21, 2025 1:00 AM;51,323.49;36,022.25;6,670.00;29,352.25;0.00;15,301.24
Oct 21, 2025 1:00 AM;Oct 21, 2025 2:00 AM;51,464.65;36,448.50;6,673.75;29,774.75;0.00;15,016.15
Oct 21, 2025 2:00 AM;Oct 21, 2025 3:00 AM;51,271.41;36,765.25;6,669.00;30,096.25;0.00;14,506.16
Oct 21, 2025 3:00 AM;Oct 21, 2025 4:00 AM;51,408.99;37,218.25;6,692.50;30,525.75;0.00;14,190.74
Oct 21, 2025 4:00 AM;Oct 21, 2025 5:00 AM;52,199.93;37,730.75;6,741.75;30,989.00;0.00;14,469.18
Oct 21, 2025 5:00 AM;Oct 21, 2025 6:00 AM;54,025.49;38,137.75;6,746.25;31,391.50;0.00;15,887.74
Oct 21, 2025 6:00 AM;Oct 21, 2025 7:00 AM;58,468.43;39,145.00;6,698.25;32,446.75;0.00;19,323.43
Oct 21, 2025 7:00 AM;Oct 21, 2025 8:00 AM;62,218.62;39,626.00;6,667.75;32,910.75;47.50;22,592.62
Oct 21, 2025 8:00 AM;Oct 21, 2025 9:00 AM;64,791.55;41,571.75;6,507.25;32,642.25;2,422.25;23,219.80
Oct 21, 2025 9:00 AM;Oct 21, 2025 10:00 AM;67,782.31;46,581.50;6,088.75;32,156.25;8,336.50;21,200.81
Oct 21, 2025 10:00 AM;Oct 21, 2025 11:00 AM;69,928.72;51,853.00;5,666.00;31,644.25;14,542.75;18,075.72
Oct 21, 2025 11:00 AM;Oct 21, 2025 12:00 PM;72,654.86;55,661.50;5,294.50;31,567.00;18,800.00;16,993.36
Oct 21, 2025 12:00 PM;Oct 21, 2025 1:00 PM;74,413.28;57,881.50;5,361.25;31,576.00;20,944.25;16,531.78
Oct 21, 2025 1:00 PM;Oct 21, 2025 2:00 PM;73,842.26;57,045.00;5,486.25;30,818.00;20,740.75;16,797.26
Oct 21, 2025 2:00 PM;Oct 21, 2025 3:00 PM;71,266.84;53,883.25;5,714.50;29,703.00;18,465.75;17,383.59
Oct 21, 2025 3:00 PM;Oct 21, 2025 4:00 PM;67,303.61;48,429.00;5,800.00;28,000.75;14,628.25;18,874.61
Oct 21, 2025 4:00 PM;Oct 21, 2025 5:00 PM;63,294.38;40,740.75;5,931.75;25,944.00;8,865.00;22,553.63
Oct 21, 2025 5:00 PM;Oct 21, 2025 6:00 PM;61,448.91;33,108.75;6,091.25;24,405.25;2,612.25;28,340.16
Oct 21, 2025 6:00 PM;Oct 21, 2025 7:00 PM;61,053.13;30,177.50;6,195.50;23,892.50;89.50;30,875.63
Oct 21, 2025 7:00 PM;Oct 21, 2025 8:00 PM;61,124.71;30,214.25;6,171.50;24,042.75;0.00;30,910.46
Oct 21, 2025 8:00 PM;Oct 21, 2025 9:00 PM;59,117.81;30,645.50;6,214.00;24,431.50;0.00;28,472.31
Oct 21, 2025 9:00 PM;Oct 21, 2025 10:00 PM;56,263.59;31,321.25;6,262.25;25,059.00;0.00;24,942.34
Oct 21, 2025 10:00 PM;Oct 21, 2025 11:00 PM;52,895.26;30,987.25;6,256.50;24,730.75;0.00;21,908.01
Oct 21, 2025 11:00 PM;Oct 22, 2025 12:00 AM;50,521.11;30,610.50;6,229.25;24,381.25;0.00;19,910.61
Oct 22, 2025 12:00 AM;Oct 22, 2025 1:00 AM;48,623.26;27,933.25;6,122.25;21,811.00;0.00;20,690.01
Oct 22, 2025 1:00 AM;Oct 22, 2025 2:00 AM;47,804.35;27,071.50;6,006.00;21,065.50;0.00;20,732.85
Oct 22, 2025 2:00 AM;Oct 22, 2025 3:00 AM;46,619.07;26,099.25;5,824.00;20,275.25;0.00;20,519.82
Oct 22, 2025 3:00 AM;Oct 22, 2025 4:00 AM;46,097.53;25,289.50;5,770.00;19,519.50;0.00;20,808.03
Oct 22, 2025 4:00 AM;Oct 22, 2025 5:00 AM;46,405.79;24,435.75;5,762.25;18,673.50;0.00;21,970.04
Oct 22, 2025 5:00 AM;Oct 22, 2025 6:00 AM;48,693.59;23,562.25;5,756.00;17,806.25;0.00;25,131.34
Oct 22, 2025 6:00 AM;Oct 22, 2025 7:00 AM;53,100.70;23,052.50;5,785.50;17,267.00;0.00;30,048.20
Oct 22, 2025 7:00 AM;Oct 22, 2025 8:00 AM;56,138.16;22,106.00;5,709.75;16,374.75;21.50;34,032.16
Oct 22, 2025 8:00 AM;Oct 22, 2025 9:00 AM;57,978.62;21,783.75;5,533.75;15,039.50;1,210.50;36,194.87
Oct 22, 2025 9:00 AM;Oct 22, 2025 10:00 AM;58,829.93;23,226.75;5,288.25;13,431.25;4,507.25;35,603.18
Oct 22, 2025 10:00 AM;Oct 22, 2025 11:00 AM;58,792.20;25,037.50;4,980.25;11,818.25;8,239.00;33,754.70
Oct 22, 2025 11:00 AM;Oct 22, 2025 12:00 PM;59,565.65;26,586.25;4,589.25;10,740.50;11,256.50;32,979.40
Oct 22, 2025 12:00 PM;Oct 22, 2025 1:00 PM;58,820.45;27,247.75;4,291.75;10,038.25;12,917.75;31,572.70
Oct 22, 2025 1:00 PM;Oct 22, 2025 2:00 PM;57,670.36;26,514.00;4,024.50;9,265.00;13,224.50;31,156.36
Oct 22, 2025 2:00 PM;Oct 22, 2025 3:00 PM;56,649.67;24,453.25;3,717.50;8,392.00;12,343.75;32,196.42
Oct 22, 2025 3:00 PM;Oct 22, 2025 4:00 PM;54,557.31;20,554.75;3,378.50;7,211.00;9,965.25;34,002.56
Oct 22, 2025 4:00 PM;Oct 22, 2025 5:00 PM;52,820.77;14,994.50;3,000.75;5,872.25;6,121.50;37,826.27
Oct 22, 2025 5:00 PM;Oct 22, 2025 6:00 PM;50,894.62;9,285.25;2,558.50;4,938.50;1,788.25;41,609.37
Oct 22, 2025 6:00 PM;Oct 22, 2025 7:00 PM;49,073.04;6,899.75;2,085.00;4,748.00;66.75;42,173.29
Oct 22, 2025 7:00 PM;Oct 22, 2025 8:00 PM;49,094.50;6,437.25;1,587.50;4,849.75;0.00;42,657.25
Oct 22, 2025 8:00 PM;Oct 22, 2025 9:00 PM;48,467.42;6,027.75;1,157.00;4,870.75;0.00;42,439.67
Oct 22, 2025 9:00 PM;Oct 22, 2025 10:00 PM;45,838.22;5,595.50;856.00;4,739.50;0.00;40,242.72
Oct 22, 2025 10:00 PM;Oct 22, 2025 11:00 PM;44,069.44;5,537.00;689.50;4,847.50;0.00;38,532.44
Oct 22, 2025 11:00 PM;Oct 23, 2025 12:00 AM;43,181.69;6,041.25;614.75;5,426.50;0.00;37,140.44
Oct 23, 2025 12:00 AM;Oct 23, 2025 1:00 AM;42,207.03;9,663.25;627.00;9,036.25;0.00;32,543.78
Oct 23, 2025 1:00 AM;Oct 23, 2025 2:00 AM;39,706.74;12,172.50;871.00;11,301.50;0.00;27,534.24
Oct 23, 2025 2:00 AM;Oct 23, 2025 3:00 AM;38,757.88;16,155.75;1,464.50;14,691.25;0.00;22,602.13
Oct 23, 2025 3:00 AM;Oct 23, 2025 4:00 AM;41,397.63;21,477.75;2,551.00;18,926.75;0.00;19,919.88
Oct 23, 2025 4:00 AM;Oct 23, 2025 5:00 AM;46,065.20;27,100.75;3,949.25;23,151.50;0.00;18,964.45
Oct 23, 2025 5:00 AM;Oct 23, 2025 6:00 AM;51,141.51;31,929.00;5,047.25;26,881.75;0.00;19,212.51
Oct 23, 2025 6:00 AM;Oct 23, 2025 7:00 AM;57,807.85;35,961.00;5,695.25;30,265.75;0.00;21,846.85
Oct 23, 2025 7:00 AM;Oct 23, 2025 8:00 AM;63,098.65;38,351.25;5,904.25;32,433.50;13.50;24,747.40
Oct 23, 2025 8:00 AM;Oct 23, 2025 9:00 AM;66,353.30;40,365.50;5,940.50;33,592.75;832.25;25,987.80
Oct 23, 2025 9:00 AM;Oct 23, 2025 10:00 AM;67,045.65;43,233.00;5,985.75;34,054.50;3,192.75;23,812.65
Oct 23, 2025 10:00 AM;Oct 23, 2025 11:00 AM;68,016.83;46,134.25;6,020.25;33,973.75;6,140.25;21,882.58
Oct 23, 2025 11:00 AM;Oct 23, 2025 12:00 PM;67,871.00;48,223.75;5,879.00;33,521.50;8,823.25;19,647.25
Oct 23, 2025 12:00 PM;Oct 23, 2025 1:00 PM;67,807.00;49,653.75;5,831.75;32,952.00;10,870.00;18,153.25
Oct 23, 2025 1:00 PM;Oct 23, 2025 2:00 PM;67,482.30;49,725.25;5,893.75;32,509.50;11,322.00;17,757.05
Oct 23, 2025 2:00 PM;Oct 23, 2025 3:00 PM;66,202.82;49,272.25;5,929.75;32,700.25;10,642.25;16,930.57
Oct 23, 2025 3:00 PM;Oct 23, 2025 4:00 PM;64,133.72;46,854.50;5,877.25;32,495.00;8,482.25;17,279.22
Oct 23, 2025 4:00 PM;Oct 23, 2025 5:00 PM;61,848.08;42,995.50;5,827.25;32,208.50;4,959.75;18,852.58
Oct 23, 2025 5:00 PM;Oct 23, 2025 6:00 PM;61,380.73;39,356.50;5,557.50;32,383.75;1,415.25;22,024.23
Oct 23, 2025 6:00 PM;Oct 23, 2025 7:00 PM;61,797.02;38,486.25;5,060.75;33,377.75;47.75;23,310.77
Oct 23, 2025 7:00 PM;Oct 23, 2025 8:00 PM;63,123.60;39,394.50;4,494.75;34,899.75;0.00;23,729.10
Oct 23, 2025 8:00 PM;Oct 23, 2025 9:00 PM;61,550.13;40,123.25;3,931.75;36,191.50;0.00;21,426.88
Oct 23, 2025 9:00 PM;Oct 23, 2025 10:00 PM;59,359.10;40,822.75;3,460.25;37,362.50;0.00;18,536.35
Oct 23, 2025 10:00 PM;Oct 23, 2025 11:00 PM;55,686.02;40,248.50;3,067.50;37,181.00;0.00;15,437.52
Oct 23, 2025 11:00 PM;Oct 24, 2025 12:00 AM;53,595.76;40,233.00;2,724.75;37,508.25;0.00;13,362.76
Oct 24, 2025 12:00 AM;Oct 24, 2025 1:00 AM;55,627.00;42,206.20;2,714.15;39,492.05;0.00;13,420.79
Oct 24, 2025 1:00 AM;Oct 24, 2025 2:00 AM;54,054.38;43,181.88;3,343.36;39,838.52;0.00;10,872.50
Oct 24, 2025 2:00 AM;Oct 24, 2025 3:00 AM;54,584.31;43,653.23;3,745.02;39,908.21;0.00;10,931.08
Oct 24, 2025 3:00 AM;Oct 24, 2025 4:00 AM;54,755.93;44,509.55;4,146.09;40,363.46;0.00;10,246.38
Oct 24, 2025 4:00 AM;Oct 24, 2025 5:00 AM;56,176.30;45,546.03;4,477.00;41,069.03;0.00;10,630.27
Oct 24, 2025 5:00 AM;Oct 24, 2025 6:00 AM;58,818.48;46,187.62;4,505.99;41,681.64;0.00;12,630.85
Oct 24, 2025 6:00 AM;Oct 24, 2025 7:00 AM;63,389.49;47,670.63;4,411.27;43,259.36;0.00;15,718.87
Oct 24, 2025 7:00 AM;Oct 24, 2025 8:00 AM;67,781.59;47,867.92;4,494.36;43,354.90;18.67;19,913.66
Oct 24, 2025 8:00 AM;Oct 24, 2025 9:00 AM;71,609.74;49,115.46;4,465.15;43,126.60;1,523.72;22,494.27
Oct 24, 2025 9:00 AM;Oct 24, 2025 10:00 AM;74,129.46;53,615.44;4,491.57;43,305.74;5,818.14;20,514.02
Oct 24, 2025 10:00 AM;Oct 24, 2025 11:00 AM;76,479.95;59,020.98;4,479.76;43,756.19;10,785.04;17,458.97
Oct 24, 2025 11:00 AM;Oct 24, 2025 12:00 PM;79,963.12;64,117.76;4,467.61;44,273.18;15,376.97;15,845.36
Oct 24, 2025 12:00 PM;Oct 24, 2025 1:00 PM;81,184.04;67,358.96;4,375.92;44,235.43;18,747.60;13,825.08
Oct 24, 2025 1:00 PM;Oct 24, 2025 2:00 PM;80,268.99;67,701.61;4,081.31;43,896.98;19,723.32;12,567.38
Oct 24, 2025 2:00 PM;Oct 24, 2025 3:00 PM;78,786.62;66,137.42;3,901.17;44,137.15;18,099.10;12,649.20
Oct 24, 2025 3:00 PM;Oct 24, 2025 4:00 PM;77,447.42;62,398.70;4,001.37;43,849.10;14,548.23;15,048.72
Oct 24, 2025 4:00 PM;Oct 24, 2025 5:00 PM;73,966.55;56,629.69;4,134.33;43,682.62;8,812.74;17,336.86
Oct 24, 2025 5:00 PM;Oct 24, 2025 6:00 PM;70,480.99;49,880.94;4,301.89;43,069.79;2,509.26;20,600.05
Oct 24, 2025 6:00 PM;Oct 24, 2025 7:00 PM;69,287.62;46,992.69;4,541.95;42,397.68;53.06;22,294.93
Oct 24, 2025 7:00 PM;Oct 24, 2025 8:00 PM;69,442.61;46,994.74;4,714.21;42,280.53;0.00;22,447.87
Oct 24, 2025 8:00 PM;Oct 24, 2025 9:00 PM;67,125.08;47,156.91;4,831.17;42,325.73;0.00;19,968.17
Oct 24, 2025 9:00 PM;Oct 24, 2025 10:00 PM;65,057.03;47,251.92;4,944.91;42,307.01;0.00;17,805.12
Oct 24, 2025 10:00 PM;Oct 24, 2025 11:00 PM;62,102.74;46,009.40;5,033.98;40,975.43;0.00;16,093.33
Oct 24, 2025 11:00 PM;Oct 25, 2025 12:00 AM;60,237.89;45,534.80;5,185.14;40,349.66;0.00;14,703.09
Oct 25, 2025 12:00 AM;Oct 25, 2025 1:00 AM;58,823.60;43,407.06;5,675.40;37,731.66;0.00;15,416.54
Oct 25, 2025 1:00 AM;Oct 25, 2025 2:00 AM;57,539.93;42,648.05;5,687.25;36,960.80;0.00;14,891.88
Oct 25, 2025 2:00 AM;Oct 25, 2025 3:00 AM;56,071.92;41,947.84;5,715.35;36,232.50;0.00;14,124.08
Oct 25, 2025 3:00 AM;Oct 25, 2025 4:00 AM;55,421.78;41,594.76;5,713.24;35,881.52;0.00;13,827.02
Oct 25, 2025 4:00 AM;Oct 25, 2025 5:00 AM;55,081.62;41,447.13;5,723.04;35,724.09;0.00;13,634.49
Oct 25, 2025 5:00 AM;Oct 25, 2025 6:00 AM;56,337.27;41,460.92;5,713.86;35,747.06;0.00;14,876.35
Oct 25, 2025 6:00 AM;Oct 25, 2025 7:00 AM;58,259.68;42,629.55;5,679.64;36,949.91;0.00;15,630.13
Oct 25, 2025 7:00 AM;Oct 25, 2025 8:00 AM;60,278.75;43,213.39;5,634.38;37,564.30;14.71;17,065.36
Oct 25, 2025 8:00 AM;Oct 25, 2025 9:00 AM;63,096.88;44,336.82;5,618.13;37,366.96;1,351.73;18,760.06
Oct 25, 2025 9:00 AM;Oct 25, 2025 10:00 AM;66,009.57;48,063.99;5,493.12;37,399.49;5,171.39;17,945.58
Oct 25, 2025 10:00 AM;Oct 25, 2025 11:00 AM;69,065.25;52,309.32;5,480.38;37,656.95;9,171.99;16,755.93
Oct 25, 2025 11:00 AM;Oct 25, 2025 12:00 PM;71,209.25;54,924.93;5,463.50;38,030.17;11,431.26;16,284.31
Oct 25, 2025 12:00 PM;Oct 25, 2025 1:00 PM;72,409.62;55,608.03;5,467.30;38,119.45;12,021.28;16,801.59
Oct 25, 2025 1:00 PM;Oct 25, 2025 2:00 PM;71,268.52;54,614.77;5,500.11;37,585.90;11,528.75;16,653.76
Oct 25, 2025 2:00 PM;Oct 25, 2025 3:00 PM;69,036.64;52,734.64;5,518.13;36,994.96;10,221.55;16,301.99
Oct 25, 2025 3:00 PM;Oct 25, 2025 4:00 PM;66,151.62;49,946.03;5,510.35;36,605.58;7,830.10;16,205.59
Oct 25, 2025 4:00 PM;Oct 25, 2025 5:00 PM;63,650.99;47,065.47;5,564.69;37,029.45;4,471.33;16,585.52
Oct 25, 2025 5:00 PM;Oct 25, 2025 6:00 PM;64,333.58;44,295.59;5,613.71;37,501.92;1,179.96;20,037.99
Oct 25, 2025 6:00 PM;Oct 25, 2025 7:00 PM;66,748.79;43,128.50;5,665.44;37,433.06;30.00;23,620.28
Oct 25, 2025 7:00 PM;Oct 25, 2025 8:00 PM;67,332.78;42,948.83;5,689.62;37,259.21;0.00;24,383.94
Oct 25, 2025 8:00 PM;Oct 25, 2025 9:00 PM;64,706.98;42,977.20;5,682.11;37,295.10;0.00;21,729.78
Oct 25, 2025 9:00 PM;Oct 25, 2025 10:00 PM;61,630.38;43,193.14;5,658.46;37,534.69;0.00;18,437.24
Oct 25, 2025 10:00 PM;Oct 25, 2025 11:00 PM;58,987.04;42,269.73;5,613.71;36,656.03;0.00;16,717.31
Oct 25, 2025 11:00 PM;Oct 26, 2025 12:00 AM;57,769.48;42,035.89;5,591.70;36,444.19;0.00;15,733.59
Oct 26, 2025 12:00 AM;Oct 26, 2025 1:00 AM;54,902.13;38,683.99;5,867.31;32,816.69;0.00;16,218.14
Oct 26, 2025 1:00 AM;Oct 26, 2025 2:00 AM;55,541.25;38,945.56;5,813.54;33,132.02;0.00;16,595.69
Oct 26, 2025 2:00 AM;Oct 26, 2025 3:00 AM;55,588.71;39,078.94;5,739.19;33,339.75;0.00;16,509.77
Oct 26, 2025 2:00 AM;Oct 26, 2025 3:00 AM;56,236.22;39,463.39;5,662.18;33,801.20;0.00;16,772.84
Oct 26, 2025 3:00 AM;Oct 26, 2025 4:00 AM;55,971.78;40,465.39;5,675.43;34,789.96;0.00;15,506.39
Oct 26, 2025 4:00 AM;Oct 26, 2025 5:00 AM;57,088.06;41,805.21;5,854.70;35,950.51;0.00;15,282.85
Oct 26, 2025 5:00 AM;Oct 26, 2025 6:00 AM;58,864.17;43,236.20;6,020.24;37,215.97;0.00;15,627.97
Oct 26, 2025 6:00 AM;Oct 26, 2025 7:00 AM;60,938.39;44,906.45;6,018.59;38,873.77;14.09;16,031.94
Oct 26, 2025 7:00 AM;Oct 26, 2025 8:00 AM;60,889.96;46,850.33;6,011.75;38,779.47;2,059.10;14,039.63
Oct 26, 2025 8:00 AM;Oct 26, 2025 9:00 AM;63,992.44;50,056.67;4,087.10;38,381.11;7,588.45;13,935.78
Oct 26, 2025 9:00 AM;Oct 26, 2025 10:00 AM;67,855.84;55,418.56;4,008.51;38,969.61;12,440.45;12,437.28
Oct 26, 2025 10:00 AM;Oct 26, 2025 11:00 AM;71,509.90;58,656.83;3,946.02;40,054.26;14,656.54;12,853.08
Oct 26, 2025 11:00 AM;Oct 26, 2025 12:00 PM;71,773.09;58,963.71;3,878.19;40,584.63;14,500.89;12,809.39
Oct 26, 2025 12:00 PM;Oct 26, 2025 1:00 PM;71,183.48;57,824.07;3,788.77;41,191.84;12,843.47;13,359.41
Oct 26, 2025 1:00 PM;Oct 26, 2025 2:00 PM;68,277.64;56,741.48;3,781.29;41,960.75;10,999.44;11,536.16
Oct 26, 2025 2:00 PM;Oct 26, 2025 3:00 PM;66,075.61;54,570.68;3,767.80;42,107.95;8,694.92;11,504.93
Oct 26, 2025 3:00 PM;Oct 26, 2025 4:00 PM;66,193.65;51,764.91;3,771.33;42,739.82;5,253.75;14,428.74
Oct 26, 2025 4:00 PM;Oct 26, 2025 5:00 PM;66,736.01;50,697.65;5,377.07;43,831.48;1,489.11;16,038.35
Oct 26, 2025 5:00 PM;Oct 26, 2025 6:00 PM;67,980.42;49,610.09;5,277.22;44,301.83;31.05;18,370.33
Oct 26, 2025 6:00 PM;Oct 26, 2025 7:00 PM;69,668.33;49,511.56;5,285.73;44,225.83;0.00;20,156.77
Oct 26, 2025 7:00 PM;Oct 26, 2025 8:00 PM;70,681.76;49,226.79;5,381.77;43,845.01;0.00;21,454.97
Oct 26, 2025 8:00 PM;Oct 26, 2025 9:00 PM;68,392.42;48,636.07;5,512.07;43,124.00;0.00;19,756.36
Oct 26, 2025 9:00 PM;Oct 26, 2025 10:00 PM;66,476.78;48,057.43;5,764.66;42,292.77;0.00;18,419.35
Oct 26, 2025 10:00 PM;Oct 26, 2025 11:00 PM;64,089.67;46,810.89;5,792.08;41,018.81;0.00;17,278.78
Oct 26, 2025 11:00 PM;Oct 27, 2025 12:00 AM;61,258.20;45,970.83;5,447.36;40,523.47;0.00;15,287.36
Oct 27, 2025 12:00 AM;Oct 27, 2025 1:00 AM;56,094.38;44,439.02;4,312.08;40,126.94;0.00;11,655.36
Oct 27, 2025 1:00 AM;Oct 27, 2025 2:00 AM;54,758.91;42,800.37;3,514.91;39,285.46;0.00;11,958.54
Oct 27, 2025 2:00 AM;Oct 27, 2025 3:00 AM;53,883.93;42,379.42;3,320.97;39,058.45;0.00;11,504.51
Oct 27, 2025 3:00 AM;Oct 27, 2025 4:00 AM;52,938.93;41,939.99;3,438.77;38,501.22;0.00;10,998.94
Oct 27, 2025 4:00 AM;Oct 27, 2025 5:00 AM;53,389.73;41,030.61;3,599.32;37,431.29;0.00;12,359.12
Oct 27, 2025 5:00 AM;Oct 27, 2025 6:00 AM;54,850.80;40,014.75;3,691.06;36,323.69;0.00;14,836.06
Oct 27, 2025 6:00 AM;Oct 27, 2025 7:00 AM;57,517.48;39,861.98;3,776.13;36,079.73;6.11;17,655.50
Oct 27, 2025 7:00 AM;Oct 27, 2025 8:00 AM;61,441.20;39,326.51;3,864.04;34,974.71;487.77;22,114.68
Oct 27, 2025 8:00 AM;Oct 27, 2025 9:00 AM;64,407.23;40,176.32;3,894.38;34,066.19;2,215.75;24,230.91
Oct 27, 2025 9:00 AM;Oct 27, 2025 10:00 AM;66,105.67;42,009.71;3,970.17;33,426.83;4,612.72;24,095.96
Oct 27, 2025 10:00 AM;Oct 27, 2025 11:00 AM;65,984.19;44,154.75;4,257.07;33,011.43;6,886.25;21,829.44
Oct 27, 2025 11:00 AM;Oct 27, 2025 12:00 PM;67,351.99;46,270.81;4,813.98;32,788.55;8,668.28;21,081.18
Oct 27, 2025 12:00 PM;Oct 27, 2025 1:00 PM;67,851.42;47,683.08;5,225.64;32,801.84;9,655.59;20,168.34
Oct 27, 2025 1:00 PM;Oct 27, 2025 2:00 PM;67,952.85;47,646.08;5,333.69;33,044.32;9,268.07;20,306.77
Oct 27, 2025 2:00 PM;Oct 27, 2025 3:00 PM;66,419.01;45,770.26;5,328.24;32,860.50;7,581.52;20,648.76
Oct 27, 2025 3:00 PM;Oct 27, 2025 4:00 PM;64,411.90;42,776.80;5,326.36;32,882.88;4,567.56;21,635.10
Oct 27, 2025 4:00 PM;Oct 27, 2025 5:00 PM;64,198.84;39,628.46;5,414.11;33,011.06;1,203.29;24,570.38
Oct 27, 2025 5:00 PM;Oct 27, 2025 6:00 PM;66,729.48;38,630.42;5,515.11;33,088.14;27.16;28,099.07
Oct 27, 2025 6:00 PM;Oct 27, 2025 7:00 PM;69,098.05;39,156.65;5,581.15;33,575.50;0.00;29,941.41
Oct 27, 2025 7:00 PM;Oct 27, 2025 8:00 PM;69,548.64;40,094.77;5,583.80;34,510.97;0.00;29,453.88
Oct 27, 2025 8:00 PM;Oct 27, 2025 9:00 PM;66,795.73;41,284.54;5,616.12;35,668.42;0.00;25,511.20
Oct 27, 2025 9:00 PM;Oct 27, 2025 10:00 PM;64,091.95;42,013.87;5,639.11;36,374.76;0.00;22,078.08
Oct 27, 2025 10:00 PM;Oct 27, 2025 11:00 PM;62,371.82;41,822.54;5,715.52;36,107.02;0.00;20,549.28
Oct 27, 2025 11:00 PM;Oct 28, 2025 12:00 AM;60,155.17;42,133.37;5,821.03;36,312.34;0.00;18,021.80
Oct 28, 2025 12:00 AM;Oct 28, 2025 1:00 AM;59,054.05;43,206.01;6,011.96;37,194.06;0.00;15,848.04
